Store,Dept,Date,Predicted_Sales
1,72,2012-11-09,37928.38
1,72,2012-11-16,37812.58
1,72,2012-11-23,37458.355
1,74,2012-11-02,8476.559
1,74,2012-11-09,8496.965
1,74,2012-11-16,8496.965
1,74,2012-11-23,8496.965
1,79,2012-11-02,28883.02
1,79,2012-11-09,30310.74
1,79,2012-11-16,30309.48
1,79,2012-11-23,30303.361
1,80,2012-11-02,18170.533
1,80,2012-11-09,18211.438
1,80,2012-11-16,18328.3
1,80,2012-11-23,18441.412
1,81,2012-11-02,29438.303
1,81,2012-11-09,29458.719
1,81,2012-11-16,29490.902
1,81,2012-11-23,29490.902
1,82,2012-11-02,19812.484
1,82,2012-11-09,19779.662
1,82,2012-11-16,19838.117
1,82,2012-11-23,19821.836
1,83,2012-11-02,4863.7544
1,83,2012-11-09,4830.4194
1,83,2012-11-16,4808.5923
1,83,2012-11-23,4803.239
1,85,2012-11-02,3681.3904
1,85,2012-11-09,3849.156
1,85,2012-11-16,3771.7202
1,85,2012-11-23,3781.5789
1,87,2012-11-02,51025.594
1,87,2012-11-09,51021.098
1,87,2012-11-16,51074.95
1,87,2012-11-23,51051.137
1,90,2012-11-02,86362.44
1,90,2012-11-09,84876.234
1,90,2012-11-16,85211.914
1,90,2012-11-23,86028.81
1,91,2012-11-02,55925.18
1,91,2012-11-09,56491.023
1,91,2012-11-16,56508.945
1,91,2012-11-23,56508.945
1,92,2012-11-02,132155.19
1,92,2012-11-09,133145.39
1,92,2012-11-16,134802.27
1,92,2012-11-23,134972.17
1,93,2012-11-02,66454.03
1,93,2012-11-09,66866.15
1,93,2012-11-16,69002.91
1,93,2012-11-23,69004.016
1,94,2012-11-02,59902.586
1,94,2012-11-09,60310.582
1,94,2012-11-16,60345.11
1,94,2012-11-23,60358.17
1,95,2012-11-02,118085.0
1,95,2012-11-09,118064.03
1,95,2012-11-16,118348.734
1,95,2012-11-23,118360.01
1,96,2012-11-02,36681.08
1,96,2012-11-09,36720.977
1,96,2012-11-16,36720.977
1,96,2012-11-23,36709.74
1,97,2012-11-02,32850.62
1,97,2012-11-09,33080.082
1,97,2012-11-16,33932.61
1,97,2012-11-23,33925.176
1,98,2012-11-02,12701.597
1,98,2012-11-09,12680.479
1,98,2012-11-16,12680.982
1,98,2012-11-23,12772.205
1,99,2012-10-19,61.484455
1,99,2012-10-26,77.829254
1,99,2012-11-02,81.29976
1,99,2012-11-09,60.92376
2,1,2012-11-02,43892.84
2,1,2012-11-09,42645.867
2,1,2012-11-16,42110.285
2,1,2012-11-23,42217.31
2,2,2012-11-02,62378.152
2,2,2012-11-09,62348.395
2,2,2012-11-16,62359.26
2,2,2012-11-23,62358.41
2,3,2012-11-02,10778.444
2,3,2012-11-09,10789.177
2,3,2012-11-16,10795.715
2,3,2012-11-23,10791.797
2,4,2012-11-02,46034.68
2,4,2012-11-09,46066.797
2,4,2012-11-16,46066.668
2,4,2012-11-23,47143.645
2,5,2012-11-02,30429.652
2,5,2012-11-09,30546.992
2,5,2012-11-16,30567.31
2,5,2012-11-23,30553.908
2,6,2012-11-02,5127.9893
2,6,2012-11-09,5164.0845
2,6,2012-11-16,5163.6167
2,6,2012-11-23,5171.5625
2,7,2012-11-02,38167.133
2,7,2012-11-09,38653.29
2,7,2012-11-16,38599.355
2,7,2012-11-23,39438.773
2,8,2012-11-02,63819.91
2,8,2012-11-09,63804.277
2,8,2012-11-16,63800.457
2,8,2012-11-23,63768.305
2,9,2012-11-02,34188.62
2,9,2012-11-09,34256.09
2,9,2012-11-16,34233.89
2,9,2012-11-23,34288.86
2,10,2012-11-02,34119.31
2,10,2012-11-09,34200.625
2,10,2012-11-16,34199.562
2,10,2012-11-23,34199.562
2,11,2012-11-02,21025.656
2,11,2012-11-09,21192.889
2,11,2012-11-16,21177.992
2,11,2012-11-23,21228.867
2,12,2012-11-02,8055.1426
2,12,2012-11-09,8095.258
2,12,2012-11-16,8095.354
2,12,2012-11-23,8093.8413
2,13,2012-11-02,47677.613
2,13,2012-11-09,47631.215
2,13,2012-11-16,47678.26
2,13,2012-11-23,47576.926
2,14,2012-11-02,18183.424
2,14,2012-11-09,18179.916
2,14,2012-11-16,18171.129
2,14,2012-11-23,19115.65
2,16,2012-11-02,7354.527
2,16,2012-11-09,7161.5923
2,16,2012-11-16,7170.362
2,16,2012-11-23,7222.4556
2,17,2012-11-02,12066.675
2,17,2012-11-09,12016.074
2,17,2012-11-16,12020.459
2,17,2012-11-23,12050.608
2,18,2012-11-02,25182.102
2,18,2012-11-09,25490.514
2,18,2012-11-16,25399.58
2,18,2012-11-23,25814.389
2,19,2012-11-02,4246.904
2,19,2012-11-09,4228.7695
2,19,2012-11-16,4255.757
2,19,2012-11-23,4283.914
2,20,2012-11-02,3907.6843
2,20,2012-11-09,4204.3276
2,20,2012-11-16,4203.4517
2,20,2012-11-23,4205.886
2,21,2012-11-02,7980.168
2,21,2012-11-09,7935.8047
2,21,2012-11-16,7921.6416
2,21,2012-11-23,7921.6416
2,22,2012-11-02,12568.372
2,22,2012-11-09,12559.394
2,22,2012-11-16,12625.786
2,22,2012-11-23,12604.547
2,23,2012-11-02,26679.61
2,23,2012-11-09,26573.562
2,23,2012-11-16,26654.254
2,23,2012-11-23,26656.455
2,24,2012-11-02,7614.152
2,24,2012-11-09,8123.652
2,24,2012-11-16,8008.8057
2,24,2012-11-23,8043.743
2,25,2012-11-02,12737.781
2,25,2012-11-09,12845.859
2,25,2012-11-16,12893.592
2,25,2012-11-23,12893.005
2,26,2012-11-02,9209.67
2,26,2012-11-09,9623.106
2,26,2012-11-16,9564.699
2,26,2012-11-23,9511.382
2,27,2012-11-02,2049.1973
2,27,2012-11-09,2056.2432
2,27,2012-11-16,2045.211
2,27,2012-11-23,2045.5541
2,28,2012-11-02,969.6421
2,28,2012-11-09,1018.21643
2,28,2012-11-16,1009.56573
2,28,2012-11-23,1008.5773
2,29,2012-11-02,5485.9077
2,29,2012-11-09,5386.4243
2,29,2012-11-16,5404.5684
2,29,2012-11-23,5380.165
2,30,2012-11-02,3720.6655
2,30,2012-11-09,3732.2878
2,30,2012-11-16,3732.1658
2,30,2012-11-23,3743.7913
2,31,2012-11-02,3129.976
2,31,2012-11-09,3131.8113
2,31,2012-11-16,3138.4673
2,31,2012-11-23,3138.4673
2,32,2012-11-02,7711.3867
2,32,2012-11-09,7403.0107
2,32,2012-11-16,7556.931
2,32,2012-11-23,7558.641
2,33,2012-11-02,6804.927
2,33,2012-11-09,6975.2266
2,33,2012-11-16,6931.3633
2,33,2012-11-23,6949.7666
2,34,2012-11-02,15826.783
2,34,2012-11-09,16119.359
2,34,2012-11-16,16104.819
2,34,2012-11-23,16019.93
2,35,2012-11-02,2592.897
2,35,2012-11-09,2626.5283
2,35,2012-11-16,2588.0198
2,35,2012-11-23,2593.582
2,36,2012-11-02,1036.5723
2,36,2012-11-09,982.9074
2,36,2012-11-16,988.5902
2,36,2012-11-23,988.82904
2,37,2012-11-02,4007.2344
2,37,2012-11-09,3990.4885
2,37,2012-11-16,3987.6973
2,37,2012-11-23,3979.7744
2,38,2012-11-02,69439.47
2,38,2012-11-09,69331.55
2,38,2012-11-16,69328.19
2,38,2012-11-23,69331.55
2,40,2012-11-02,77759.75
2,40,2012-11-09,77737.32
2,40,2012-11-16,77851.0
2,40,2012-11-23,77704.66
2,41,2012-11-02,2264.116
2,41,2012-11-09,2048.2483
2,41,2012-11-16,2004.0807
2,41,2012-11-23,1976.1365
2,42,2012-11-02,8620.585
2,42,2012-11-09,8615.628
2,42,2012-11-16,8614.352
2,42,2012-11-23,8612.188
2,44,2012-11-02,10457.95
2,44,2012-11-09,10475.153
2,44,2012-11-16,10448.541
2,44,2012-11-23,10446.247
2,45,2012-10-19,11.885559
2,45,2012-10-26,12.41528
2,45,2012-11-02,12.467967
2,45,2012-11-09,12.498448
2,46,2012-11-02,26741.818
2,46,2012-11-09,26576.346
2,46,2012-11-16,26541.795
2,46,2012-11-23,26542.115
2,48,2012-11-02,1390.4661
2,48,2012-11-09,1355.473
2,48,2012-11-16,1396.3962
2,48,2012-11-23,1358.7216
2,49,2012-11-02,12342.754
2,49,2012-11-09,12351.314
2,49,2012-11-16,12471.1875
2,49,2012-11-23,12494.372
2,52,2012-11-02,3838.4092
2,52,2012-11-09,3847.3335
2,52,2012-11-16,3835.9246
2,52,2012-11-23,3851.8298
2,54,2012-11-02,24.35895
2,54,2012-11-09,22.508234
2,54,2012-11-16,23.317163
2,54,2012-11-23,23.72418
2,55,2012-11-02,10821.572
2,55,2012-11-09,10796.911
2,55,2012-11-16,12061.834
2,55,2012-11-23,12067.462
2,56,2012-11-02,931.6693
2,56,2012-11-09,1039.0079
2,56,2012-11-16,1050.0511
2,56,2012-11-23,1003.84393
2,58,2012-11-02,24866.34
2,58,2012-11-09,24865.322
2,58,2012-11-16,25209.318
2,58,2012-11-23,27115.006
2,59,2012-11-02,283.5991
2,59,2012-11-09,293.42764
2,59,2012-11-16,315.0338
2,59,2012-11-23,364.43875
2,60,2012-11-02,261.5711
2,60,2012-11-09,261.57782
2,60,2012-11-16,263.11502
2,60,2012-11-23,263.7269
2,67,2012-11-02,10014.352
2,67,2012-11-09,10019.01
2,67,2012-11-16,10042.406
2,67,2012-11-23,10025.301
2,71,2012-11-02,3569.03
2,71,2012-11-09,3567.8386
2,71,2012-11-16,3582.284
2,71,2012-11-23,3571.4434
2,72,2012-11-02,49556.016
2,72,2012-11-09,50657.18
2,72,2012-11-16,52087.008
2,72,2012-11-23,51412.53
2,74,2012-11-02,14388.763
2,74,2012-11-09,14487.079
2,74,2012-11-16,14494.006
2,74,2012-11-23,14494.131
2,79,2012-11-02,28400.715
2,79,2012-11-09,28522.268
2,79,2012-11-16,28490.295
2,79,2012-11-23,28483.135
2,80,2012-11-02,25399.57
2,80,2012-11-09,25376.6
2,80,2012-11-16,25408.785
2,80,2012-11-23,25414.64
2,81,2012-11-02,29055.201
2,81,2012-11-09,29065.53
2,81,2012-11-16,29052.676
2,81,2012-11-23,29004.906
2,82,2012-11-02,24977.951
2,82,2012-11-09,25006.252
2,82,2012-11-16,25064.955
2,82,2012-11-23,25060.52
2,83,2012-11-02,4484.9927
2,83,2012-11-09,4435.4517
2,83,2012-11-16,4501.0356
2,83,2012-11-23,4466.8174
2,85,2012-11-02,3240.8506
2,85,2012-11-09,3290.793
2,85,2012-11-16,3270.991
2,85,2012-11-23,3294.1768
2,87,2012-11-02,21614.334
2,87,2012-11-09,21628.346
2,87,2012-11-16,21617.87
2,87,2012-11-23,21622.15
2,90,2012-11-02,100131.13
2,90,2012-11-09,100043.055
2,90,2012-11-16,100043.58
2,90,2012-11-23,101774.805
2,91,2012-11-02,75365.266
2,91,2012-11-09,75497.914
2,91,2012-11-16,75672.266
2,91,2012-11-23,75600.02
2,92,2012-11-02,169202.66
2,92,2012-11-09,170437.78
2,92,2012-11-16,174356.94
2,92,2012-11-23,177258.86
2,93,2012-11-02,71188.664
2,93,2012-11-09,71555.24
2,93,2012-11-16,71838.95
2,93,2012-11-23,71874.25
2,94,2012-11-02,69947.42
2,94,2012-11-09,70069.22
2,94,2012-11-16,70096.984
2,94,2012-11-23,70067.81
2,95,2012-11-02,139224.69
2,95,2012-11-09,138877.45
2,95,2012-11-16,138978.86
2,95,2012-11-23,139022.58
2,96,2012-11-02,38532.875
2,96,2012-11-09,38718.9
2,96,2012-11-16,38731.062
2,96,2012-11-23,38724.227
2,97,2012-11-02,40788.797
2,97,2012-11-09,40802.684
2,97,2012-11-16,40845.53
2,97,2012-11-23,40843.25
2,98,2012-11-02,14081.355
2,98,2012-11-09,14068.645
2,98,2012-11-16,14069.833
2,98,2012-11-23,14162.942
2,99,2012-10-19,48.080296
2,99,2012-10-26,158.05753
2,99,2012-11-02,151.1464
2,99,2012-11-09,150.62195
3,1,2012-11-02,10421.255
3,1,2012-11-09,10379.608
3,1,2012-11-16,10729.718
3,1,2012-11-23,10771.364
3,2,2012-11-02,18973.205
3,2,2012-11-09,19003.041
3,2,2012-11-16,18940.61
3,2,2012-11-23,18976.418
3,3,2012-11-02,5019.186
3,3,2012-11-09,5022.1846
3,3,2012-11-16,5021.9473
3,3,2012-11-23,5021.9326
3,4,2012-11-02,8547.662
3,4,2012-11-09,8595.327
3,4,2012-11-16,8596.551
3,4,2012-11-23,8663.275
3,5,2012-11-02,15064.739
3,5,2012-11-09,15919.421
3,5,2012-11-16,15896.129
3,5,2012-11-23,15869.637
3,6,2012-11-02,1361.1398
3,6,2012-11-09,1677.9901
3,6,2012-11-16,1627.7506
3,6,2012-11-23,1648.9404
3,7,2012-11-02,7984.521
3,7,2012-11-09,7844.8135
3,7,2012-11-16,7876.15
3,7,2012-11-23,7899.3213
3,8,2012-11-02,8483.328
3,8,2012-11-09,8480.056
3,8,2012-11-16,8483.328
3,8,2012-11-23,8483.328
3,9,2012-11-02,9854.67
3,9,2012-11-09,9721.486
3,9,2012-11-16,9788.76
3,9,2012-11-23,9803.122
3,10,2012-11-02,13997.894
3,10,2012-11-09,14087.469
3,10,2012-11-16,14054.856
3,10,2012-11-23,14044.466
3,11,2012-11-02,9848.75
3,11,2012-11-09,9274.031
3,11,2012-11-16,9215.999
3,11,2012-11-23,9222.827
3,12,2012-11-02,2695.67
3,12,2012-11-09,2719.373
3,12,2012-11-16,2730.3958
3,12,2012-11-23,2723.4692
3,13,2012-11-02,11748.354
3,13,2012-11-09,11727.028
3,13,2012-11-16,11745.396
3,13,2012-11-23,11844.684
3,14,2012-11-02,4686.3525
3,14,2012-11-09,4688.6714
3,14,2012-11-16,4701.135
3,14,2012-11-23,4926.597
3,16,2012-11-02,3379.8672
3,16,2012-11-09,3235.459
3,16,2012-11-16,3182.7349
3,16,2012-11-23,3185.544
3,17,2012-11-02,2626.3352
3,17,2012-11-09,2610.7476
3,17,2012-11-16,2607.775
3,17,2012-11-23,2632.0364
3,18,2012-11-02,5140.266
3,18,2012-11-09,5314.2153
3,18,2012-11-16,5320.2896
3,18,2012-11-23,5402.2036
3,19,2012-11-02,742.5506
3,19,2012-11-09,738.952
3,19,2012-11-16,739.41376
3,19,2012-11-23,725.61523
3,20,2012-11-02,1658.8158
3,20,2012-11-09,1687.1992
3,20,2012-11-16,1680.3611
3,20,2012-11-23,1668.8091
3,21,2012-11-02,1268.3672
3,21,2012-11-09,1247.79
3,21,2012-11-16,1253.1006
3,21,2012-11-23,1250.0248
3,22,2012-11-02,4565.5957
3,22,2012-11-09,4581.671
3,22,2012-11-16,4602.5957
3,22,2012-11-23,4609.125
3,23,2012-11-02,17305.66
3,23,2012-11-09,17309.275
3,23,2012-11-16,17288.715
3,23,2012-11-23,17468.334
3,24,2012-11-02,3218.2
3,24,2012-11-09,3174.0828
3,24,2012-11-16,3164.428
3,24,2012-11-23,3158.611
3,25,2012-11-02,5070.5703
3,25,2012-11-09,5014.201
3,25,2012-11-16,5067.116
3,25,2012-11-23,5092.048
3,26,2012-11-02,3221.047
3,26,2012-11-09,3329.653
3,26,2012-11-16,3317.8528
3,26,2012-11-23,3305.0564
3,27,2012-11-02,364.73508
3,27,2012-11-09,359.84845
3,27,2012-11-16,352.09482
3,27,2012-11-23,352.78888
3,28,2012-11-02,145.55061
3,28,2012-11-09,145.39465
3,28,2012-11-16,145.78508
3,28,2012-11-23,145.96217
3,29,2012-11-02,1395.678
3,29,2012-11-09,1430.5311
3,29,2012-11-16,1423.9598
3,29,2012-11-23,1419.2979
3,30,2012-11-02,1090.4109
3,30,2012-11-09,1090.3242
3,30,2012-11-16,1087.5051
3,30,2012-11-23,1090.5343
3,31,2012-11-02,869.4639
3,31,2012-11-09,892.97656
3,31,2012-11-16,891.52246
3,31,2012-11-23,890.5446
3,32,2012-11-02,4236.196
3,32,2012-11-09,3410.7488
3,32,2012-11-16,3323.5034
3,32,2012-11-23,3452.6943
3,33,2012-11-02,3289.0735
3,33,2012-11-09,3358.2437
3,33,2012-11-16,3336.352
3,33,2012-11-23,3339.0256
3,34,2012-11-02,4589.3716
3,34,2012-11-09,4628.938
3,34,2012-11-16,4606.8604
3,34,2012-11-23,4597.9043
3,35,2012-11-02,645.89667
3,35,2012-11-09,655.6283
3,35,2012-11-16,655.6283
3,35,2012-11-23,655.6283
3,36,2012-11-02,585.57184
3,36,2012-11-09,612.1546
3,36,2012-11-16,617.4857
3,36,2012-11-23,606.45135
3,38,2012-11-02,82977.91
3,38,2012-11-09,83065.98
3,38,2012-11-16,83093.79
3,38,2012-11-23,80988.125
3,40,2012-11-02,20239.188
3,40,2012-11-09,20240.64
3,40,2012-11-16,20235.828
3,40,2012-11-23,20235.957
3,41,2012-11-02,631.9585
3,41,2012-11-09,620.10986
3,41,2012-11-16,630.8075
3,41,2012-11-23,629.5008
3,42,2012-11-02,5661.019
3,42,2012-11-09,5589.6714
3,42,2012-11-16,5545.6475
3,42,2012-11-23,5539.513
3,44,2012-11-02,3073.9546
3,44,2012-11-09,2957.0056
3,44,2012-11-16,2966.4849
3,44,2012-11-23,2945.6077
3,46,2012-11-02,6290.4053
3,46,2012-11-09,6336.1475
3,46,2012-11-16,6342.038
3,46,2012-11-23,6339.9756
3,49,2012-11-02,11.913506
3,49,2012-11-09,11.229667
3,49,2012-11-16,11.254657
3,49,2012-11-23,11.139957
3,51,2012-06-01,11.937528
3,51,2012-06-08,12.620092
3,51,2012-06-15,13.39354
3,51,2012-06-22,13.338351
3,52,2012-11-02,1229.5546
3,52,2012-11-09,1229.1688
3,52,2012-11-16,1230.0592
3,52,2012-11-23,1230.0592
3,54,2012-11-02,24.852892
3,54,2012-11-09,28.450218
3,54,2012-11-16,27.819403
3,54,2012-11-23,27.164894
3,55,2012-11-02,6446.225
3,55,2012-11-09,6562.4614
3,55,2012-11-16,7778.881
3,55,2012-11-23,7781.883
3,56,2012-11-02,333.36987
3,56,2012-11-09,284.5996
3,56,2012-11-16,286.90106
3,56,2012-11-23,292.96494
3,59,2012-11-02,18.24955
3,59,2012-11-09,18.871756
3,59,2012-11-16,30.4128
3,59,2012-11-23,31.40749
3,60,2012-11-02,126.86533
3,60,2012-11-09,129.0331
3,60,2012-11-16,126.803474
3,60,2012-11-23,127.009384
3,67,2012-11-02,2059.89
3,67,2012-11-09,1958.2362
3,67,2012-11-16,1988.6731
3,67,2012-11-23,1983.9114
3,71,2012-11-02,1058.8447
3,71,2012-11-09,1065.6674
3,71,2012-11-16,1072.0042
3,71,2012-11-23,1070.1575
3,72,2012-11-02,23386.22
3,72,2012-11-09,25032.354
3,72,2012-11-16,24984.45
3,72,2012-11-23,24999.066
3,74,2012-11-02,3388.9995
3,74,2012-11-09,3378.7998
3,74,2012-11-16,3389.5586
3,74,2012-11-23,3339.8901
3,79,2012-11-02,7518.303
3,79,2012-11-09,7525.5776
3,79,2012-11-16,7493.701
3,79,2012-11-23,7522.5503
3,81,2012-11-02,1877.163
3,81,2012-11-09,1877.7236
3,81,2012-11-16,1872.8608
3,81,2012-11-23,1874.1865
3,82,2012-11-02,8413.52
3,82,2012-11-09,8474.736
3,82,2012-11-16,8457.389
3,82,2012-11-23,8457.37
3,85,2012-11-02,372.98965
3,85,2012-11-09,367.7646
3,85,2012-11-16,334.00943
3,85,2012-11-23,334.00943
3,87,2012-11-02,964.73114
3,87,2012-11-09,884.7781
3,87,2012-11-16,912.48254
3,87,2012-11-23,932.8466
3,90,2012-11-02,1856.0566
3,90,2012-11-09,1858.7793
3,90,2012-11-16,1859.661
3,90,2012-11-23,1855.9854
3,91,2012-11-02,371.70654
3,91,2012-11-09,371.70654
3,91,2012-11-16,371.70654
3,91,2012-11-23,371.70654
3,92,2012-11-02,9595.803
3,92,2012-11-09,9602.24
3,92,2012-11-16,9602.305
3,92,2012-11-23,9602.738
3,94,2012-11-02,275.451
3,94,2012-11-09,286.88336
3,94,2012-11-16,286.5891
3,94,2012-11-23,287.23706
3,95,2012-11-02,17154.95
3,95,2012-11-09,17154.95
3,95,2012-11-16,17137.016
3,95,2012-11-23,17137.016
3,96,2012-11-02,4582.3203
3,96,2012-11-09,4586.8594
3,96,2012-11-16,4586.245
3,96,2012-11-23,4588.4414
3,97,2012-11-02,590.51764
3,97,2012-11-09,571.508
3,97,2012-11-16,571.76965
3,97,2012-11-23,571.2647
3,98,2012-08-10,17.779858
3,98,2012-08-17,18.289484
3,98,2012-08-24,19.201063
3,98,2012-08-31,18.405169
4,1,2012-11-02,58439.016
4,1,2012-11-09,56558.957
4,1,2012-11-16,49495.6
4,1,2012-11-23,49495.6
4,2,2012-11-02,93854.08
4,2,2012-11-09,93842.34
